ID,CallFailure,Complaints,SubscriptionLength,ChargeAmount,SecondsofUse,Frequencyofuse,FrequencyofSMS,DistinctCalledNumbers,AgeGroup,TariffPlan,Status,Age,CustomerValue,Churn
1259,1,0,32,0,13388,161,0,38,3,1,1,30,541.96,0
1260,1,0,32,0,4130,75,0,19,3,1,1,30,168.2,0
1261,0,0,32,0,5533,87,0,6,2,1,1,25,252.9,0
1262,3,0,32,0,1853,46,0,11,3,1,2,30,75.96,0
1263,19,0,32,1,14755,217,37,26,3,1,1,30,746.88,0
1264,0,0,32,0,2710,19,466,2,3,1,1,30,1973.16,0
1265,3,0,31,0,15100,174,133,24,2,1,1,25,1285.83,0
1266,0,0,31,0,6115,78,169,20,3,1,1,30,923.72,0
1267,0,0,31,0,490,6,0,5,2,1,2,25,22.32,0
1268,0,0,32,0,325,6,0,2,2,1,2,25,14.895,0
1269,0,0,31,0,0,0,0,0,2,1,2,25,0,1
1270,0,0,31,0,7123,119,367,37,2,1,1,25,1977.39,0
1271,1,0,31,0,11080,146,0,41,3,1,1,30,449.04,0
1272,2,0,31,0,6333,67,91,31,2,1,1,25,697.5,0
1273,17,0,27,0,570,39,0,11,2,1,2,25,27.405,1
1274,15,0,30,6,10050,85,0,36,4,1,1,45,253.375,0
1275,7,0,30,0,5433,90,9,18,2,1,1,25,289.035,1
1276,0,0,28,0,2455,14,0,8,3,1,1,30,98.76,0
1277,3,1,29,0,2605,33,0,10,2,1,2,25,118.71,1
1278,3,0,30,0,1883,36,17,25,3,1,2,30,144.76,1
1279,0,0,30,0,0,0,0,0,2,1,2,25,0,1
1280,0,0,30,0,1283,17,0,5,3,1,1,30,52,0
1281,0,0,27,0,6400,89,0,16,4,1,1,45,162.225,0
1282,0,1,30,0,0,0,0,0,4,1,2,45,0,1
1283,0,0,30,0,0,0,0,0,4,1,1,45,0,0
1284,19,0,25,1,15690,230,0,74,2,1,1,25,716.4,0
1285,0,0,28,1,6580,108,254,27,2,2,1,25,1443.96,0
1286,0,0,30,0,3333,74,0,22,2,1,1,25,153.315,0
1287,0,0,29,0,1280,36,21,14,3,1,2,30,136.64,0
1288,0,0,30,0,2395,45,158,17,2,1,1,25,820.8,0
1289,0,0,21,0,930,28,176,5,2,2,1,25,835.11,0
1290,0,0,20,0,1183,31,13,62,4,1,1,45,62.85,0
1291,5,0,21,0,315,17,0,1,2,1,2,25,14.94,0
1292,0,0,20,0,0,0,4,0,4,1,2,45,10,0
1293,4,0,19,0,840,24,2,7,2,1,1,25,47.88,0
1294,0,0,19,0,2840,53,0,17,3,1,1,30,115.72,0
1295,0,0,12,0,1310,18,11,8,2,1,1,25,109.26,0
1296,10,0,11,0,6008,133,68,36,1,2,1,15,711.755,0
1297,6,0,9,0,8548,163,56,34,4,1,1,45,357.775,0
1298,2,0,10,1,2468,37,14,13,3,1,1,30,156.2,0
1299,0,0,3,0,4005,32,198,4,3,1,1,30,953.48,0
1300,0,0,3,0,1103,11,0,1,2,1,1,25,50.13,1
1301,8,0,42,0,4325,75,13,21,3,1,1,30,228,0
1302,0,0,43,0,273,9,15,8,2,1,2,25,80.19,0
1303,10,0,41,0,2408,64,367,28,3,1,1,30,1566.88,0
1304,10,0,42,0,4153,70,9,39,1,1,1,15,281.765,0
1305,3,0,42,0,2348,62,10,37,1,1,1,15,187.55,0
1306,11,0,42,1,3730,86,40,32,3,1,1,30,312.64,0
1307,4,0,42,0,2315,43,293,22,3,1,1,30,1266.32,0
1308,13,0,41,2,9070,125,152,47,3,1,1,30,975.8,0
1309,7,0,42,0,13728,173,8,48,3,1,1,30,588.04,0
1310,7,0,42,1,4470,87,10,29,3,1,1,30,222.28,0
1311,6,0,42,0,5873,99,15,16,3,1,1,30,298.88,0
1312,9,1,42,0,2193,58,16,21,3,1,2,30,154.04,0
1313,25,0,42,3,15095,229,62,36,3,1,1,30,860.96,0
1314,4,0,42,1,3050,31,491,12,3,1,1,30,2087.24,0
1315,9,0,41,0,15440,186,158,34,2,1,1,25,1414.17,0
1316,3,0,41,1,6455,90,194,30,3,1,1,30,1037.8,0
1317,0,0,41,0,830,18,8,15,2,1,2,25,74.16,0
1318,2,0,42,0,665,18,21,12,3,1,2,30,111.32,0
1319,0,0,41,0,0,0,8,0,2,1,2,25,36,1
1320,3,0,41,0,7463,131,392,47,2,1,1,25,2105.73,0
1321,7,0,41,1,11420,158,19,51,4,1,1,45,336.95,0
1322,8,0,41,1,6673,79,116,41,2,1,1,25,825.84,0
1323,23,1,37,0,910,51,24,21,2,1,2,25,151.245,1
1324,21,1,40,8,10390,97,9,46,5,2,1,55,170.805,0
1325,13,0,40,1,5773,102,34,28,2,1,1,25,417.375,0
1326,1,0,38,0,2795,26,8,18,3,1,1,30,144.84,0
1327,9,1,39,0,2945,45,17,20,3,1,2,30,187.6,1
1328,9,0,40,0,2223,48,42,35,3,1,2,30,258.84,1
1329,0,0,40,0,88,6,8,6,3,1,2,30,35.76,1
1330,1,0,40,0,1623,29,8,10,3,1,1,30,98.08,0
1331,3,0,37,1,6740,101,22,26,5,1,1,55,135.615,0
1332,0,1,40,0,583,11,17,8,4,1,2,45,57.35,1
1333,0,0,40,1,293,8,12,6,5,1,1,55,22.515,0
1334,25,0,35,3,16030,242,8,84,2,1,1,25,768.24,0
1335,6,0,38,3,6920,120,279,37,2,2,1,25,1572.3,0
1336,2,0,40,0,3673,86,10,32,2,1,1,25,214.155,0
1337,3,0,39,0,1620,48,46,24,3,1,2,30,250.72,0
1338,6,0,40,0,2735,57,183,27,2,1,1,25,949.14,0
1339,4,0,31,1,1270,40,201,15,2,2,1,25,963.45,0
1340,4,0,30,0,1523,43,38,72,4,1,1,45,134.15,0
1341,11,0,31,0,655,29,18,11,2,1,2,25,111.78,0
1342,0,0,30,0,780,14,29,7,4,1,2,45,92.35,0
1343,10,0,29,0,1180,36,27,17,2,1,1,25,176.22,0
1344,2,0,29,0,3180,65,16,27,3,1,1,30,193.8,0
1345,2,0,22,0,1650,30,36,18,2,1,1,25,237.6,0
1346,16,0,21,1,6348,145,93,46,2,2,1,25,710.685,0
1347,12,0,19,0,8888,175,81,44,4,1,1,45,429.075,0
1348,8,0,20,3,2808,49,39,23,3,1,1,30,270.28,0
1349,2,0,13,1,4345,44,223,14,3,1,1,30,1067.56,0
1350,3,0,13,1,1443,23,8,11,3,1,1,30,90.64,1
1351,0,0,30,0,3805,55,0,9,2,1,1,25,173.7,0
1352,0,0,31,0,0,0,0,0,2,1,2,25,0,0
1353,0,0,29,0,1888,44,337,16,2,1,1,25,1603.44,0
1354,0,0,30,0,3633,50,0,27,1,1,1,15,202.565,0
1355,0,0,30,0,1828,42,0,25,1,1,1,15,102.85,0
1356,1,0,30,0,3210,66,10,20,2,1,1,25,192.42,0
1357,0,0,30,0,1795,23,263,10,3,1,1,30,1124.72,0
1358,3,0,29,0,8550,105,122,35,3,1,1,30,834.2,0
1359,0,0,30,0,13208,153,0,36,3,1,1,30,534.44,0
1360,0,0,30,0,3950,67,0,17,3,1,1,30,160.68,0
1361,0,0,30,0,5353,79,0,4,2,1,1,25,244.44,0
1362,0,0,30,0,1673,38,0,9,3,1,2,30,68.44,0
1363,15,0,30,1,14575,209,32,24,2,1,1,25,809.28,0
1364,0,0,30,0,2530,11,461,7,3,1,1,30,1945.64,0
1365,0,0,29,0,14920,166,128,22,2,1,1,25,1254.87,0
1366,0,0,29,0,5935,70,164,18,3,1,1,30,896.2,0
1367,0,0,29,0,0,0,0,0,2,1,2,25,0,0
1368,0,0,30,0,0,0,0,0,2,1,2,25,0,0
1369,0,0,29,0,0,0,0,0,2,1,2,25,0,1
1370,0,0,29,0,6943,111,362,35,2,1,1,25,1946.43,0
1371,0,0,29,0,10900,138,0,39,3,1,1,30,441.52,0
1372,0,0,29,0,6153,59,86,29,2,1,1,25,666.54,0
1373,13,1,25,0,390,31,0,9,2,1,2,25,18.945,1
1374,11,0,28,6,9870,77,0,34,4,2,1,45,248.675,0
1375,3,0,28,0,5253,82,4,16,2,1,1,25,258.075,1
1376,0,0,26,0,2275,6,0,6,3,1,1,30,91.24,0
1377,0,1,27,0,2425,25,0,8,2,1,2,25,110.25,1
1378,0,1,28,0,1703,28,12,23,3,1,2,30,117.24,1
1379,0,0,28,0,0,0,0,0,2,1,2,25,0,1
1380,0,0,28,0,0,0,0,0,3,1,1,30,0,0
1381,0,0,25,0,6220,81,0,14,4,1,1,45,157.525,0
1382,0,0,28,0,0,0,0,0,3,1,2,30,0,1
1383,0,1,28,0,0,0,0,0,4,1,1,45,0,1
1384,15,0,23,1,15510,222,0,72,2,1,1,25,707.94,0
1385,0,0,26,1,6400,100,249,25,2,2,1,25,1413,0
1386,0,0,28,0,3153,66,0,20,2,1,1,25,144.855,0
1387,0,0,27,0,1100,28,16,12,3,1,2,30,109.12,0
1388,0,0,28,0,2215,37,153,15,2,1,1,25,789.84,0
1389,0,0,19,0,750,20,171,3,2,2,1,25,804.15,0
1390,0,0,18,0,1003,23,8,60,4,1,1,45,45.65,0
1391,0,0,19,0,0,0,0,0,2,1,2,25,0,0
1392,0,0,18,0,0,0,0,0,4,1,2,45,0,0
1393,0,0,17,0,660,16,0,5,2,1,1,25,30.42,0
1394,0,0,17,0,2660,45,0,15,3,1,1,30,108.2,0
1395,0,0,10,0,1130,10,6,6,2,1,1,25,78.3,0
1396,6,0,9,0,5828,125,63,34,1,2,1,15,673.915,0
1397,2,0,7,0,8368,155,51,32,4,1,1,45,340.575,0
1398,0,0,8,1,2288,29,9,11,3,1,1,30,128.68,0
1399,0,0,3,0,3825,24,193,2,2,1,1,25,1041.705,0
1400,0,0,3,0,0,0,0,0,2,1,1,25,0,1
1401,5,0,39,0,4245,73,9,20,2,1,1,25,234.81,0
1402,0,0,40,0,193,7,11,7,2,1,2,25,58.5,0
1403,7,0,38,0,2328,62,363,27,2,1,1,25,1741.05,0
1404,7,0,39,0,4073,68,5,38,1,1,1,15,255.255,0
1405,0,0,39,0,2268,60,6,36,1,1,1,15,161.04,0
1406,8,0,39,0,3650,84,36,31,2,1,1,25,330.03,0
1407,1,0,39,0,2235,41,289,21,3,1,1,30,1247.04,0
1408,10,0,38,1,8990,123,148,46,3,1,1,30,956.52,0
1409,4,0,39,0,13648,171,4,47,3,1,1,30,568.76,0
1410,4,0,39,0,4390,85,6,28,3,1,1,30,203,0
1411,3,0,39,0,5793,97,11,15,2,1,1,25,314.55,0
1412,6,0,39,0,2113,56,12,20,3,1,2,30,134.76,0
1413,22,0,39,2,15015,227,58,35,3,1,1,30,841.68,0
1414,1,0,39,0,2970,29,487,11,3,1,1,30,2067.96,0
1415,6,0,38,0,15360,184,154,33,2,1,1,25,1392.48,0
1416,0,0,38,0,6375,88,190,29,3,1,1,30,1018.52,0
1417,0,0,38,0,750,16,4,14,2,1,2,25,52.47,0
1418,0,0,39,0,585,16,17,11,2,1,2,25,103.545,0
1419,0,0,38,0,0,0,4,0,2,1,2,25,18,1
1420,0,0,38,0,7383,129,388,46,2,1,1,25,2084.04,0
1421,4,0,38,0,11340,156,15,50,3,1,1,30,519.84,0
1422,5,0,38,0,6593,77,112,40,2,1,1,25,804.15,0
1423,20,1,34,0,830,49,20,20,2,1,2,25,129.555,1
1424,18,0,37,7,10310,95,5,45,4,2,1,45,272.625,0
1425,10,0,37,0,5693,100,30,27,2,1,1,25,395.685,1
1426,0,0,35,0,2715,24,4,17,3,1,1,30,125.56,0
1427,6,1,36,0,2865,43,13,19,2,1,2,25,189.36,1
1428,6,1,37,0,2143,46,38,34,3,1,2,30,239.56,1
1429,0,0,37,0,8,4,4,5,3,1,2,30,16.48,1
1430,0,0,37,0,1543,27,4,9,3,1,1,30,78.8,0
1431,0,0,34,0,6660,99,18,25,4,1,1,45,213.975,0
1432,0,1,37,0,503,9,13,7,4,1,2,45,45.3,1
1433,0,0,37,0,213,6,8,5,5,1,1,55,15.285,0
1434,22,0,32,2,15950,240,4,83,2,1,1,25,746.55,0
1435,3,0,35,2,6840,118,275,36,2,2,1,25,1550.61,0
1436,0,0,37,0,3593,84,6,31,2,1,1,25,192.465,0
1437,0,0,36,0,1540,46,42,23,3,1,2,30,231.44,0
1438,3,0,37,0,2655,55,179,26,2,1,1,25,927.45,0
1439,1,0,28,0,1190,38,197,14,2,2,1,25,941.76,0
1440,1,0,27,0,1443,41,34,71,4,1,1,45,122.1,0
1441,8,0,28,0,575,27,14,10,2,1,2,25,90.09,0
1442,0,0,27,0,700,12,25,6,4,1,2,45,80.3,0
1443,7,0,26,0,1100,34,23,16,2,1,1,25,154.53,0
1444,0,0,26,0,3100,63,12,26,3,1,1,30,174.52,0
1445,0,0,19,0,1570,28,32,17,2,1,1,25,215.91,0
1446,13,0,18,0,6268,143,89,45,1,2,1,15,842.105,0
1447,9,0,16,0,8808,173,77,43,4,1,1,45,417.025,0
1448,5,0,17,2,2728,47,35,22,3,1,1,30,251,0
1449,0,0,10,0,4265,42,219,13,3,1,1,30,1048.28,0
1450,0,1,10,0,1363,21,4,10,2,1,1,25,80.28,1
1451,1,0,33,0,3885,57,0,10,2,1,1,25,177.39,0
1452,0,0,34,0,0,0,0,0,2,1,2,25,0,0
1453,3,0,32,0,1968,46,341,17,2,1,1,25,1625.13,0
1454,3,0,33,0,3713,52,0,28,1,1,1,15,207.075,0
1455,0,0,33,0,1908,44,0,26,1,1,1,15,107.36,0
1456,4,0,33,0,3290,68,14,21,2,1,1,25,214.11,0
1457,0,0,33,0,1875,25,267,11,3,1,1,30,1144,0
1458,6,0,32,1,8630,107,126,36,3,1,1,30,853.48,0
1459,0,0,33,0,13288,155,0,37,3,1,1,30,537.72,0
1460,0,0,33,0,4030,69,0,18,3,1,1,30,163.96,0
1461,0,0,33,0,5433,81,0,5,2,1,1,25,248.13,0
1462,2,0,33,0,1753,40,0,10,3,1,2,30,71.72,0
1463,18,0,33,2,14655,211,36,25,3,1,1,30,738.64,0
1464,0,0,33,0,2610,13,465,1,3,1,1,30,1964.92,0
1465,2,0,32,0,15000,168,132,23,2,1,1,25,1276.56,0
1466,0,0,32,0,6015,72,168,19,3,1,1,30,915.48,0
1467,0,0,32,0,0,0,0,0,2,1,2,25,0,0
1468,0,0,33,0,0,0,0,0,2,1,2,25,0,0
1469,0,0,32,0,0,0,0,0,2,1,2,25,0,1
1470,0,0,32,0,7023,113,366,36,2,1,1,25,1968.12,0
1471,0,0,32,0,10980,140,0,40,3,1,1,30,444.8,0
1472,1,0,32,0,6233,61,90,30,2,1,1,25,688.23,0
1473,16,0,28,0,470,33,0,10,2,1,2,25,22.635,1
1474,14,0,31,7,9950,79,0,35,4,1,1,45,250.725,0
1475,6,1,31,0,5333,84,8,17,2,1,1,25,279.765,1
1476,0,0,29,0,2355,8,0,7,3,1,1,30,94.52,0
1477,2,1,30,0,2505,27,0,9,2,1,2,25,113.94,1
1478,2,0,31,0,1783,30,16,24,3,1,2,30,136.52,1
1479,0,0,31,0,0,0,0,0,3,1,2,30,0,1
1480,0,0,31,0,0,0,0,0,3,1,1,30,0,0
1481,0,0,28,0,6300,83,0,15,4,1,1,45,159.575,0
1482,0,0,31,0,0,0,0,0,4,1,2,45,0,1
1483,0,0,31,0,0,0,0,0,5,1,1,55,0,0
1484,18,0,26,2,15590,224,0,73,2,1,1,25,711.63,0
1485,0,0,29,2,6480,102,253,26,2,2,1,25,1434.69,0
1486,0,0,31,0,3233,68,0,21,2,1,1,25,148.545,0
1487,0,0,30,0,1180,30,20,13,3,1,2,30,128.4,0
1488,0,0,31,0,2295,39,157,16,2,1,1,25,811.53,0
1489,0,0,22,0,830,22,175,4,2,2,1,25,825.84,0
1490,0,0,21,0,1083,25,12,61,4,1,1,45,57.7,0
1491,4,0,22,0,215,11,0,3,2,1,2,25,10.17,0
1492,0,0,21,0,0,0,3,0,4,1,2,45,7.5,0
1493,3,0,20,0,740,18,1,6,2,1,1,25,38.61,0
1494,0,0,20,0,2740,47,0,16,3,1,1,30,111.48,0
1495,0,0,13,0,1210,12,10,7,2,1,1,25,99.99,0
1496,9,0,12,0,5908,127,67,35,1,2,1,15,700.425,0
1497,5,0,10,0,8448,157,55,33,4,1,1,45,352.625,0
1498,1,0,11,2,2368,31,13,12,3,1,1,30,147.96,0
1499,0,0,4,0,3905,26,197,3,3,1,1,30,945.24,0
1500,0,0,4,0,1003,5,0,4,2,1,1,25,45.36,1
1501,7,0,36,1,4665,75,19,30,2,1,1,25,298.8,0
1502,0,0,37,0,613,9,21,17,2,1,2,25,122.49,0
1503,9,0,35,1,2748,64,373,37,2,1,1,25,1805.04,0
1504,9,0,36,1,4493,70,15,48,1,1,1,15,333.465,0
1505,2,0,36,1,2688,62,16,46,1,1,1,15,239.25,0
1506,10,0,36,2,4070,86,46,41,3,1,1,30,350.24,0
1507,3,0,36,1,2655,43,299,31,3,1,1,30,1303.92,0
1508,12,0,35,3,9410,125,158,56,3,1,1,30,1013.4,0
1509,6,0,36,1,14068,173,14,57,3,1,1,30,625.64,0
1510,6,0,36,2,4810,87,16,38,3,1,1,30,259.88,0
1511,5,0,36,1,6213,99,21,25,2,1,1,25,378.54,0
1512,8,0,36,0,2533,58,22,30,3,1,2,30,191.64,0
1513,24,0,36,4,15435,229,68,45,3,2,1,30,898.56,0
1514,3,0,36,2,3390,31,497,21,3,1,1,30,2124.84,0
1515,8,0,35,1,15780,186,164,43,2,1,1,25,1456.47,0
1516,2,0,35,2,6795,90,200,39,3,1,1,30,1075.4,0
1517,0,0,35,0,1170,18,14,24,2,1,2,25,116.46,0
1518,1,0,36,0,1005,18,27,21,2,1,2,25,167.535,0
1519,0,1,35,0,295,4,14,13,2,1,2,25,76.455,1
1520,2,0,35,1,7803,131,398,56,2,1,1,25,2148.03,0
1521,6,0,35,2,11760,158,25,60,3,1,1,30,576.72,0
1522,7,0,35,2,7013,79,122,50,2,1,1,25,868.14,0
1523,22,0,31,0,1250,51,30,30,2,1,2,25,193.545,1
1524,20,0,34,9,10730,97,15,55,4,1,1,45,308.175,0
1525,12,0,34,2,6113,102,40,37,2,1,1,25,459.675,0
1526,0,0,32,1,3135,26,14,27,3,1,1,30,182.44,0
1527,8,0,33,0,3285,45,23,29,2,1,2,25,253.35,1
1528,8,1,34,0,2563,48,48,44,3,1,2,30,296.44,1
1529,0,0,34,0,428,6,14,15,3,1,2,30,73.36,1
1530,0,0,34,1,1963,29,14,19,3,1,1,30,135.68,0
1531,2,0,31,2,7080,101,28,35,4,1,1,45,249.525,0
1532,0,0,34,0,923,11,23,17,4,1,2,45,80.85,1
1533,0,0,34,2,633,8,18,15,5,1,1,55,36.615,0
1534,24,0,29,4,16370,242,14,93,2,1,1,25,810.54,0
1535,5,0,32,4,7260,120,285,46,2,2,1,25,1614.6,0
1536,1,0,34,1,4013,86,16,41,2,1,1,25,256.455,0
1537,2,1,33,0,1960,48,52,33,3,1,2,30,288.32,1
1538,5,0,34,1,3075,57,189,36,2,1,1,25,991.44,0
1539,3,0,25,2,1610,40,207,24,2,2,1,25,1005.75,0
1540,3,0,24,1,1863,43,44,81,4,1,1,45,157.65,0
1541,10,0,25,0,995,29,24,20,2,1,2,25,154.08,0
1542,0,0,24,0,1120,14,35,16,4,1,2,45,115.85,0
1543,9,0,23,1,1520,36,33,26,2,1,1,25,218.52,0
1544,1,0,23,1,3520,65,22,36,3,1,1,30,231.4,0
1545,1,0,16,1,1990,30,42,27,2,1,1,25,279.9,0
1546,15,0,15,2,6688,145,99,55,1,2,1,15,920.315,0
1547,11,0,13,1,9228,175,87,53,4,1,1,45,452.575,0
1548,7,0,14,4,3148,49,45,32,3,1,1,30,307.88,0
1549,1,0,7,2,4685,44,229,23,3,1,1,30,1105.16,0
1550,2,1,7,2,1783,23,14,20,3,1,1,30,128.24,1
1551,0,0,36,0,3465,55,0,10,2,1,1,25,158.4,0
1552,0,0,37,0,0,0,0,0,2,1,2,25,0,0
1553,1,0,35,0,1548,44,331,7,2,1,1,25,1561.14,0
1554,1,0,36,0,3293,50,0,18,1,1,1,15,183.865,0
1555,0,0,36,0,1488,42,0,16,1,1,1,15,84.15,0
1556,2,0,36,0,2870,66,4,11,2,1,1,25,150.12,0
1557,0,0,36,0,1455,23,257,1,3,1,1,30,1087.12,0
1558,4,0,35,0,8210,105,116,26,3,1,1,30,796.6,0
1559,0,0,36,0,12868,153,0,27,3,1,1,30,520.84,0
1560,0,0,36,0,3610,67,0,8,3,1,1,30,147.08,0
1561,0,0,36,0,5013,79,0,13,2,1,1,25,229.14,0
1562,0,0,36,0,1333,38,0,4,3,1,2,30,54.84,0
1563,16,0,36,0,14235,209,26,15,3,1,1,30,681.76,0
1564,0,0,36,0,2190,11,455,5,3,1,1,30,1908.04,0
1565,0,0,35,0,14580,166,122,13,2,1,1,25,1212.57,0
1566,0,0,35,0,5595,70,158,9,3,1,1,30,858.6,0
1567,0,0,35,0,0,0,0,0,2,1,2,25,0,0
1568,0,0,36,0,0,0,0,0,2,1,2,25,0,0
1569,0,0,35,0,0,0,0,0,2,1,2,25,0,1
1570,0,0,35,0,6603,111,356,26,2,1,1,25,1904.13,0
1571,0,0,35,0,10560,138,0,30,3,1,1,30,427.92,0
1572,0,0,35,0,5813,59,80,20,2,1,1,25,624.24,0
1573,7,0,31,0,50,2,0,1,2,1,2,25,2.34,1
1574,12,0,34,5,9530,77,0,25,4,1,1,45,240.175,0
1575,4,0,34,0,4913,82,0,7,2,1,1,25,224.775,1
1576,0,0,32,0,1935,6,0,2,3,1,1,30,77.64,0
1577,0,0,33,0,2085,25,0,9,2,1,2,25,94.95,1
1578,0,1,34,0,1363,28,6,14,3,1,2,30,79.64,1
1579,0,0,34,0,0,0,0,0,2,1,2,25,0,1
1580,0,0,34,0,0,0,0,0,3,1,1,30,0,0
1581,0,0,31,0,5880,81,0,5,4,1,1,45,149.025,0
1582,0,1,34,0,0,0,0,0,4,1,2,45,0,1
1583,0,0,34,0,0,0,0,0,4,1,1,45,0,0
1584,16,0,29,0,15170,222,0,63,2,1,1,25,692.64,0
1585,0,0,32,0,6060,100,243,16,2,2,1,25,1370.7,0
1586,0,0,34,0,2813,66,0,11,2,1,1,25,129.555,0
1587,0,0,33,0,760,28,10,3,3,1,2,30,71.52,0
1588,0,0,34,0,1875,37,147,6,2,1,1,25,747.54,0
1589,0,0,25,0,1903,20,165,8,2,2,1,25,829.035,0
1590,0,0,24,0,663,23,2,51,4,1,1,45,22.15,0
1591,0,0,25,0,0,0,0,0,2,1,2,25,0,0
1592,0,0,24,0,0,0,0,0,4,1,2,45,0,0
1593,0,0,23,0,0,0,0,0,2,1,1,25,0,0
1594,0,0,23,0,2320,45,0,6,3,1,1,30,94.6,0
1595,0,0,16,0,0,0,0,0,2,1,1,25,0,0
1596,7,0,15,0,5488,125,57,25,1,2,1,15,622.215,0
1597,3,0,13,0,8028,155,45,23,4,1,1,45,317.075,0
1598,0,0,14,0,1948,29,3,2,3,1,1,30,91.08,0
1599,0,0,7,0,3485,24,187,21,3,1,1,30,888.36,0
1600,0,0,7,0,0,0,0,0,2,1,1,25,0,1
1601,3,0,37,0,4180,71,30,19,3,1,1,30,290.04,0
1602,0,0,38,0,128,5,32,6,3,1,2,30,133.32,0
1603,5,0,36,0,2263,60,384,26,3,1,1,30,1628.92,0
1604,5,0,37,0,4008,66,26,37,1,1,1,15,367.07,0
1605,0,0,37,0,2203,58,27,35,2,1,1,25,223.245,0
1606,6,0,37,1,3585,82,57,30,3,1,1,30,374.68,0
1607,0,0,37,0,2170,39,310,20,3,1,1,30,1328.36,0
1608,8,0,36,2,8925,121,169,45,3,1,1,30,1037.84,0
1609,2,0,37,0,13583,169,25,46,3,1,1,30,650.08,0
1610,2,0,37,1,4325,83,27,27,3,1,1,30,284.32,0
1611,1,0,37,0,5728,95,32,14,3,1,1,30,360.92,0
1612,4,0,37,0,2048,54,33,19,3,1,2,30,216.08,0
1613,20,0,37,3,14950,225,79,34,3,1,1,30,923,0
1614,0,0,37,1,2905,27,508,10,3,1,1,30,2149.28,0
1615,4,0,36,0,15295,182,175,32,2,1,1,25,1483.965,0
1616,0,0,36,1,6310,86,211,28,3,1,1,30,1099.84,0
1617,0,0,36,0,685,14,25,13,2,1,2,25,143.955,0
1618,0,0,37,0,520,14,38,10,3,1,2,30,173.36,0
1619,0,0,36,0,0,0,25,0,2,1,2,25,112.5,1
1620,0,0,36,0,7318,127,409,45,3,1,1,30,1933.8,0
1621,2,0,36,1,11275,154,36,49,4,1,1,45,375.725,0
1622,3,0,36,1,6528,75,133,39,2,1,1,25,895.635,0
1623,18,0,32,0,765,47,41,19,3,1,2,30,196.48,1
1624,16,0,35,8,10245,93,26,44,5,2,1,55,194.07,0
1625,8,1,35,1,5628,98,51,26,2,1,1,25,487.17,1
1626,0,0,33,0,2650,22,25,16,3,1,1,30,206.88,0
1627,4,1,34,0,2800,41,34,18,3,1,2,30,249.64,1
1628,4,0,35,0,2078,44,59,33,3,1,2,30,320.88,1
1629,0,0,35,0,0,0,25,0,3,1,2,30,100,1
1630,0,0,35,0,1478,25,25,8,4,1,1,45,100.075,0
1631,0,0,32,1,6595,97,39,24,5,1,1,55,158.88,0
1632,0,0,35,0,438,7,34,6,4,1,2,45,96.125,1
1633,0,0,35,1,148,4,29,4,5,1,1,55,45.78,0
1634,20,0,30,3,15885,238,25,82,2,1,1,25,838.035,0
1635,1,0,33,3,6775,116,296,35,2,2,1,25,1642.095,0
1636,0,0,35,0,3528,82,27,30,3,1,1,30,252.4,0
1637,0,0,34,0,1475,44,63,22,3,1,2,30,312.76,0
1638,1,0,35,0,2590,53,200,25,2,1,1,25,1018.935,0
1639,0,0,26,1,1125,36,218,13,2,2,1,25,1033.245,0
1640,0,0,25,0,1378,39,55,70,4,1,1,45,172.925,0
1641,6,0,26,0,510,25,35,9,3,1,2,30,161.4,0
1642,0,0,25,0,635,10,46,5,4,1,2,45,131.125,0
1643,5,0,24,0,1035,32,44,15,2,1,1,25,246.015,0
1644,0,0,24,0,3035,61,33,25,3,1,1,30,255.84,0
1645,0,0,17,0,1505,26,53,16,2,1,1,25,307.395,0
1646,11,0,16,1,6203,141,110,44,2,2,1,25,780.48,0
1647,7,0,14,0,8743,171,98,42,5,1,1,55,280.71,0
1648,3,0,15,3,2663,45,56,21,3,1,1,30,332.32,0
1649,0,0,8,1,4200,40,240,12,3,1,1,30,1129.6,0
1650,0,1,8,1,1298,19,25,9,3,1,1,30,152.68,1
1651,3,0,35,0,3950,59,0,11,2,1,1,25,180.405,0
1652,0,0,36,0,0,0,0,0,2,1,2,25,0,0
1653,5,0,34,0,2033,48,320,18,2,1,1,25,1533.645,0
1654,5,0,35,0,3778,54,0,29,1,1,1,15,210.76,0
1655,0,0,35,0,1973,46,0,27,1,1,1,15,111.045,0
1656,6,0,35,0,3355,70,0,22,2,1,1,25,154.125,0
1657,0,0,35,0,1940,27,246,12,3,1,1,30,1062.68,0
1658,8,0,34,0,8695,109,105,37,3,1,1,30,772.16,0
1659,2,0,35,0,13353,157,0,38,3,1,1,30,540.4,0
1660,2,0,35,0,4095,71,0,19,3,1,1,30,166.64,0
1661,1,0,35,0,5498,83,0,6,2,1,1,25,251.145,0
1662,4,0,35,0,1818,42,0,11,3,1,2,30,74.4,0
1663,20,0,35,1,14720,213,15,26,2,1,1,25,739.485,0
1664,0,0,35,0,2675,15,444,2,3,1,1,30,1883.6,0
1665,4,0,34,0,15065,170,111,24,2,1,1,25,1185.075,0
1666,0,0,34,0,6080,74,147,20,3,1,1,30,834.16,0
1667,0,0,34,0,455,2,0,5,2,1,2,25,20.565,0
1668,0,0,35,0,290,2,0,2,2,1,2,25,13.14,0
1669,0,0,34,0,0,0,0,0,2,1,2,25,0,1
1670,0,0,34,0,7088,115,345,37,2,1,1,25,1876.635,0
